#format table ## [Custom WaveView] saved 16:21:43 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 1.058E-02 , 1.779E+00 , 1.779E+00 , 1.866E+00 , 8.805E-04 , 8.805E-04 , 1.866E+00 
 1.063E-02 , 6.229E-03 , 6.229E-03 , 6.229E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 
 1.068E-02 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.231E-03 , 6.231E-03 , 6.231E-03 
 1.073E-02 , 6.231E-03 , 6.231E-03 , 6.231E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 
 1.078E-02 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.233E-03 , 6.233E-03 , 6.233E-03 
 1.083E-02 , 3.558E-02 , 3.558E-02 , 1.831E+00 , 3.558E-02 , 3.558E-02 , 3.558E-02 
 1.088E-02 , 1.803E+00 , 1.880E+00 , 5.969E-05 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.093E-02 , 3.559E-02 , 3.559E-02 , 1.831E+00 , 3.559E-02 , 3.559E-02 , 3.559E-02 
 1.098E-02 , 1.803E+00 , 1.880E+00 , 5.973E-05 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.103E-02 , 3.559E-02 , 3.559E-02 , 1.831E+00 , 3.559E-02 , 3.559E-02 , 3.559E-02 
 1.108E-02 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.238E-03 , 6.238E-03 , 6.238E-03 
 1.113E-02 , 1.642E-02 , 1.642E-02 , 1.842E+00 , 1.642E-02 , 1.642E-02 , 1.842E+00 
 1.118E-02 , 1.803E+00 , 1.880E+00 , 5.977E-05 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.123E-02 , 3.560E-02 , 3.560E-02 , 1.831E+00 , 3.560E-02 , 3.560E-02 , 3.560E-02 
 1.128E-02 , 1.803E+00 , 1.880E+00 , 5.981E-05 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.133E-02 , 1.643E-02 , 1.643E-02 , 1.842E+00 , 1.643E-02 , 1.643E-02 , 1.842E+00 
 1.138E-02 , 1.779E+00 , 1.866E+00 , 8.842E-04 , 1.779E+00 , 1.866E+00 , 8.842E-04 
 1.143E-02 , 1.643E-02 , 1.643E-02 , 1.842E+00 , 1.643E-02 , 1.842E+00 , 1.643E-02 
 1.148E-02 , 1.779E+00 , 1.866E+00 , 8.846E-04 , 1.779E+00 , 1.866E+00 , 8.847E-04 
 1.153E-02 , 1.644E-02 , 1.644E-02 , 1.842E+00 , 1.644E-02 , 1.644E-02 , 1.842E+00 
 1.158E-02 , 1.779E+00 , 1.866E+00 , 8.851E-04 , 1.779E+00 , 1.866E+00 , 8.851E-04 
 1.163E-02 , 1.644E-02 , 1.644E-02 , 1.842E+00 , 1.644E-02 , 1.842E+00 , 1.644E-02 
 1.168E-02 , 1.781E+00 , 1.867E+00 , 7.265E-04 , 1.867E+00 , 7.265E-04 , 1.867E+00 
 1.173E-02 , 1.644E-02 , 1.644E-02 , 1.842E+00 , 1.644E-02 , 1.842E+00 , 1.644E-02 
 1.178E-02 , 1.779E+00 , 1.866E+00 , 8.857E-04 , 1.779E+00 , 1.866E+00 , 8.857E-04 
 1.183E-02 , 1.644E-02 , 1.644E-02 , 1.842E+00 , 1.644E-02 , 1.842E+00 , 1.644E-02 
 1.188E-02 , 1.781E+00 , 1.867E+00 , 7.271E-04 , 1.867E+00 , 7.271E-04 , 1.867E+00 
 1.193E-02 , 5.530E-03 , 5.530E-03 , 1.854E+00 , 5.530E-03 , 1.757E+00 , 1.854E+00 
 1.198E-02 , 1.781E+00 , 1.867E+00 , 7.274E-04 , 1.867E+00 , 7.274E-04 , 1.867E+00 
 1.203E-02 , 5.532E-03 , 5.532E-03 , 1.854E+00 , 5.532E-03 , 1.757E+00 , 1.854E+00 
 1.208E-02 , 1.781E+00 , 1.867E+00 , 7.278E-04 , 1.867E+00 , 7.278E-04 , 1.867E+00 
 1.213E-02 , 5.533E-03 , 5.533E-03 , 1.854E+00 , 5.533E-03 , 1.757E+00 , 1.854E+00 
 1.218E-02 , 1.757E+00 , 1.854E+00 , 5.535E-03 , 1.854E+00 , 5.535E-03 , 5.535E-03 
 1.223E-02 , 5.535E-03 , 5.535E-03 , 1.854E+00 , 5.535E-03 , 1.757E+00 , 1.854E+00 
 1.228E-02 , 1.757E+00 , 1.854E+00 , 5.536E-03 , 1.854E+00 , 5.536E-03 , 5.536E-03 
 1.233E-02 , 1.785E-02 , 1.785E-02 , 1.735E+00 , 1.841E+00 , 1.785E-02 , 1.785E-02 
 1.238E-02 , 1.779E+00 , 1.866E+00 , 8.879E-04 , 8.879E-04 , 1.779E+00 , 1.866E+00 
 1.243E-02 , 1.785E-02 , 1.785E-02 , 1.735E+00 , 1.841E+00 , 1.785E-02 , 1.785E-02 
 1.248E-02 , 1.779E+00 , 1.866E+00 , 8.883E-04 , 8.883E-04 , 1.779E+00 , 1.866E+00 
 1.253E-02 , 1.785E-02 , 1.785E-02 , 1.735E+00 , 1.841E+00 , 1.785E-02 , 1.785E-02 
 1.258E-02 , 1.779E+00 , 1.866E+00 , 8.887E-04 , 8.887E-04 , 1.779E+00 , 1.866E+00 
 1.263E-02 , 5.540E-03 , 5.540E-03 , 1.757E+00 , 1.854E+00 , 5.540E-03 , 1.854E+00 
 1.268E-02 , 1.779E+00 , 1.866E+00 , 8.892E-04 , 8.892E-04 , 1.779E+00 , 1.866E+00 
 1.273E-02 , 1.786E-02 , 1.786E-02 , 1.735E+00 , 1.841E+00 , 1.786E-02 , 1.786E-02 
 1.278E-02 , 1.779E+00 , 1.866E+00 , 8.895E-04 , 8.895E-04 , 1.779E+00 , 1.866E+00 
 1.283E-02 , 5.543E-03 , 5.543E-03 , 1.757E+00 , 1.854E+00 , 5.543E-03 , 1.854E+00 
 1.288E-02 , 1.757E+00 , 1.854E+00 , 5.545E-03 , 5.545E-03 , 1.854E+00 , 5.545E-03 
 1.293E-02 , 6.268E-03 , 6.268E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.268E-03 
 1.298E-02 , 1.757E+00 , 1.854E+00 , 5.546E-03 , 5.546E-03 , 1.854E+00 , 5.546E-03 
 1.303E-02 , 6.269E-03 , 6.269E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.269E-03 
 1.308E-02 , 1.757E+00 , 1.854E+00 , 5.548E-03 , 5.548E-03 , 1.854E+00 , 5.548E-03 
 1.313E-02 , 6.271E-03 , 6.271E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.271E-03 
 1.318E-02 , 1.757E+00 , 1.854E+00 , 5.550E-03 , 5.550E-03 , 5.550E-03 , 1.854E+00 
 1.323E-02 , 6.273E-03 , 6.273E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.273E-03 
 1.328E-02 , 1.757E+00 , 1.854E+00 , 5.552E-03 , 5.552E-03 , 5.552E-03 , 1.854E+00 
 1.333E-02 , 1.081E-03 , 1.081E-03 , 1.777E+00 , 1.777E+00 , 1.777E+00 , 1.865E+00 
 1.338E-02 , 1.735E+00 , 1.841E+00 , 1.788E-02 , 1.788E-02 , 1.788E-02 , 1.788E-02 
 1.343E-02 , 3.569E-02 , 1.831E+00 , 3.569E-02 , 3.569E-02 , 3.569E-02 , 3.569E-02 
 1.348E-02 , 1.735E+00 , 1.841E+00 , 1.788E-02 , 1.788E-02 , 1.788E-02 , 1.788E-02 
 1.353E-02 , 1.083E-03 , 1.083E-03 , 1.777E+00 , 1.777E+00 , 1.777E+00 , 1.865E+00 
 1.358E-02 , 1.735E+00 , 1.841E+00 , 1.789E-02 , 1.789E-02 , 1.789E-02 , 1.789E-02 
 1.363E-02 , 3.570E-02 , 1.831E+00 , 3.570E-02 , 3.570E-02 , 3.570E-02 , 3.570E-02 
 1.368E-02 , 1.880E+00 , 6.052E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.373E-02 , 3.571E-02 , 1.831E+00 , 3.571E-02 , 3.571E-02 , 3.571E-02 , 3.571E-02 
 1.378E-02 , 1.880E+00 , 6.056E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.383E-02 , 3.571E-02 , 1.831E+00 , 3.571E-02 , 3.571E-02 , 3.571E-02 , 3.571E-02 
 1.388E-02 , 1.866E+00 , 8.945E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 , 8.945E-04 
 1.393E-02 , 1.651E-02 , 1.842E+00 , 1.651E-02 , 1.651E-02 , 1.651E-02 , 1.842E+00 
 1.398E-02 , 1.880E+00 , 6.064E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.403E-02 , 1.651E-02 , 1.842E+00 , 1.651E-02 , 1.651E-02 , 1.651E-02 , 1.842E+00 
 1.408E-02 , 1.880E+00 , 6.067E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.880E+00 
 1.413E-02 , 1.652E-02 , 1.842E+00 , 1.652E-02 , 1.652E-02 , 1.842E+00 , 1.652E-02 
 1.418E-02 , 1.866E+00 , 8.961E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 , 8.961E-04 
 1.423E-02 , 1.652E-02 , 1.842E+00 , 1.652E-02 , 1.652E-02 , 1.652E-02 , 1.842E+00 
 1.428E-02 , 1.866E+00 , 8.968E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 , 8.968E-04 
 1.433E-02 , 1.652E-02 , 1.842E+00 , 1.652E-02 , 1.652E-02 , 1.842E+00 , 1.652E-02 
 1.438E-02 , 1.867E+00 , 7.366E-04 , 1.780E+00 , 1.867E+00 , 7.366E-04 , 1.867E+00 
 1.443E-02 , 5.573E-03 , 1.854E+00 , 5.573E-03 , 5.573E-03 , 1.757E+00 , 1.854E+00 
 1.448E-02 , 1.867E+00 , 7.370E-04 , 1.780E+00 , 1.867E+00 , 7.370E-04 , 1.867E+00 
 1.453E-02 , 5.575E-03 , 1.854E+00 , 5.575E-03 , 5.575E-03 , 1.757E+00 , 1.854E+00 
 1.458E-02 , 1.867E+00 , 7.373E-04 , 1.780E+00 , 1.867E+00 , 7.373E-04 , 1.867E+00 
 1.463E-02 , 5.576E-03 , 1.854E+00 , 5.576E-03 , 5.576E-03 , 1.757E+00 , 1.854E+00 
 1.468E-02 , 1.854E+00 , 5.577E-03 , 1.757E+00 , 1.854E+00 , 5.577E-03 , 5.577E-03 
 1.473E-02 , 5.578E-03 , 1.854E+00 , 5.578E-03 , 5.578E-03 , 1.757E+00 , 1.854E+00 
 1.478E-02 , 1.854E+00 , 5.579E-03 , 1.757E+00 , 1.854E+00 , 5.579E-03 , 5.579E-03 
 1.483E-02 , 1.654E-02 , 1.842E+00 , 1.654E-02 , 1.842E+00 , 1.654E-02 , 1.654E-02 
 1.488E-02 , 1.867E+00 , 7.383E-04 , 1.867E+00 , 7.383E-04 , 1.780E+00 , 1.867E+00 
 1.493E-02 , 4.917E-03 , 1.855E+00 , 4.917E-03 , 1.855E+00 , 4.917E-03 , 1.855E+00 
 1.498E-02 , 1.867E+00 , 7.385E-04 , 1.867E+00 , 7.385E-04 , 1.780E+00 , 1.867E+00 
 1.503E-02 , 1.654E-02 , 1.842E+00 , 1.654E-02 , 1.842E+00 , 1.654E-02 , 1.654E-02 
 1.508E-02 , 1.867E+00 , 7.389E-04 , 1.867E+00 , 7.389E-04 , 1.780E+00 , 1.867E+00 
 1.513E-02 , 4.920E-03 , 1.855E+00 , 4.920E-03 , 1.855E+00 , 4.920E-03 , 1.855E+00 
 1.518E-02 , 1.855E+00 , 4.921E-03 , 1.855E+00 , 4.921E-03 , 1.855E+00 , 4.921E-03 
 1.523E-02 , 4.921E-03 , 1.855E+00 , 4.921E-03 , 1.855E+00 , 4.921E-03 , 1.855E+00 
 1.528E-02 , 1.855E+00 , 4.922E-03 , 1.855E+00 , 4.922E-03 , 1.855E+00 , 4.922E-03 
 1.533E-02 , 5.587E-03 , 1.854E+00 , 5.587E-03 , 1.757E+00 , 1.854E+00 , 5.587E-03 
 1.538E-02 , 1.855E+00 , 4.924E-03 , 1.855E+00 , 4.924E-03 , 4.924E-03 , 1.855E+00 
 1.543E-02 , 5.589E-03 , 1.854E+00 , 5.589E-03 , 1.757E+00 , 1.854E+00 , 5.589E-03 
 1.548E-02 , 1.855E+00 , 4.926E-03 , 1.855E+00 , 4.926E-03 , 4.926E-03 , 1.855E+00 
 1.553E-02 , 5.592E-03 , 1.854E+00 , 5.592E-03 , 1.757E+00 , 1.854E+00 , 5.592E-03 
 1.558E-02 , 1.855E+00 , 4.929E-03 , 1.855E+00 , 4.929E-03 , 4.929E-03 , 1.855E+00 
 1.563E-02 , 9.029E-04 , 1.866E+00 , 9.029E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 
 1.568E-02 , 1.842E+00 , 1.657E-02 , 1.842E+00 , 1.657E-02 , 1.657E-02 , 1.657E-02 
 1.573E-02 , 9.035E-04 , 1.866E+00 , 9.035E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 
 1.578E-02 , 1.842E+00 , 1.657E-02 , 1.842E+00 , 1.657E-02 , 1.657E-02 , 1.657E-02 
 1.583E-02 , 1.797E-02 , 1.735E+00 , 1.841E+00 , 1.797E-02 , 1.797E-02 , 1.797E-02 
 1.588E-02 , 1.866E+00 , 9.043E-04 , 9.043E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 
 1.593E-02 , 1.797E-02 , 1.735E+00 , 1.841E+00 , 1.797E-02 , 1.797E-02 , 1.797E-02 
 1.598E-02 , 1.866E+00 , 9.048E-04 , 9.048E-04 , 1.779E+00 , 1.779E+00 , 1.866E+00 
 1.603E-02 , 1.798E-02 , 1.735E+00 , 1.841E+00 , 1.798E-02 , 1.798E-02 , 1.798E-02 
 1.608E-02 , 1.866E+00 , 9.056E-04 , 9.056E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 
 1.613E-02 , 5.605E-03 , 1.757E+00 , 1.854E+00 , 5.605E-03 , 5.605E-03 , 1.854E+00 
 1.618E-02 , 1.854E+00 , 5.607E-03 , 5.607E-03 , 1.757E+00 , 1.854E+00 , 5.607E-03 
 1.623E-02 , 5.608E-03 , 1.757E+00 , 1.854E+00 , 5.608E-03 , 5.608E-03 , 1.854E+00 
 1.628E-02 , 1.854E+00 , 5.609E-03 , 5.609E-03 , 1.757E+00 , 1.854E+00 , 5.609E-03 
 1.633E-02 , 5.610E-03 , 1.757E+00 , 1.854E+00 , 5.610E-03 , 5.610E-03 , 1.854E+00 
 1.638E-02 , 1.855E+00 , 4.945E-03 , 4.945E-03 , 1.855E+00 , 4.945E-03 , 1.855E+00 
 1.643E-02 , 5.613E-03 , 1.757E+00 , 1.854E+00 , 5.613E-03 , 1.854E+00 , 5.613E-03 
 1.648E-02 , 1.855E+00 , 4.947E-03 , 4.947E-03 , 1.855E+00 , 4.947E-03 , 1.855E+00 
 1.653E-02 , 5.615E-03 , 1.757E+00 , 1.854E+00 , 5.615E-03 , 1.854E+00 , 5.615E-03 
 1.658E-02 , 1.855E+00 , 4.950E-03 , 4.950E-03 , 1.855E+00 , 4.950E-03 , 1.855E+00 
 1.663E-02 , 9.091E-04 , 1.778E+00 , 1.866E+00 , 9.091E-04 , 1.778E+00 , 1.866E+00 
 1.668E-02 , 1.855E+00 , 4.952E-03 , 4.952E-03 , 1.855E+00 , 4.952E-03 , 1.855E+00 
 1.673E-02 , 9.095E-04 , 1.778E+00 , 1.866E+00 , 9.095E-04 , 1.778E+00 , 1.866E+00 
 1.678E-02 , 1.855E+00 , 4.953E-03 , 4.953E-03 , 1.855E+00 , 4.953E-03 , 1.855E+00 
 1.683E-02 , 9.099E-04 , 1.778E+00 , 1.866E+00 , 9.099E-04 , 1.778E+00 , 1.866E+00 
 1.688E-02 , 1.842E+00 , 1.662E-02 , 1.662E-02 , 1.842E+00 , 1.662E-02 , 1.662E-02 
 1.693E-02 , 6.352E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.352E-03 , 6.352E-03 
 1.698E-02 , 1.842E+00 , 1.662E-02 , 1.662E-02 , 1.842E+00 , 1.662E-02 , 1.662E-02 
 1.703E-02 , 6.354E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.354E-03 , 6.354E-03 
 1.708E-02 , 1.842E+00 , 1.663E-02 , 1.663E-02 , 1.842E+00 , 1.663E-02 , 1.663E-02 
 1.713E-02 , 9.118E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.118E-04 , 1.866E+00 
 1.718E-02 , 1.854E+00 , 5.629E-03 , 5.629E-03 , 5.629E-03 , 1.757E+00 , 1.854E+00 
 1.723E-02 , 6.359E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.359E-03 , 6.359E-03 
 1.728E-02 , 1.854E+00 , 5.631E-03 , 5.631E-03 , 5.631E-03 , 1.757E+00 , 1.854E+00 
 1.733E-02 , 9.129E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.129E-04 , 1.866E+00 
 1.738E-02 , 1.842E+00 , 1.664E-02 , 1.664E-02 , 1.664E-02 , 1.842E+00 , 1.664E-02 
 1.743E-02 , 1.107E-03 , 1.777E+00 , 1.777E+00 , 1.777E+00 , 1.865E+00 , 1.107E-03 
 1.748E-02 , 1.842E+00 , 1.664E-02 , 1.664E-02 , 1.664E-02 , 1.842E+00 , 1.664E-02 
 1.753E-02 , 1.107E-03 , 1.777E+00 , 1.777E+00 , 1.777E+00 , 1.865E+00 , 1.107E-03 
 1.758E-02 , 1.842E+00 , 1.665E-02 , 1.665E-02 , 1.665E-02 , 1.842E+00 , 1.665E-02 
 1.763E-02 , 7.531E-05 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.879E+00 
 1.768E-02 , 1.842E+00 , 1.665E-02 , 1.665E-02 , 1.665E-02 , 1.665E-02 , 1.842E+00 
 1.773E-02 , 1.109E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.109E-03 
 1.778E-02 , 1.842E+00 , 1.666E-02 , 1.666E-02 , 1.666E-02 , 1.666E-02 , 1.842E+00 
 1.783E-02 , 7.540E-05 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.879E+00 
 1.788E-02 , 1.831E+00 , 3.594E-02 , 3.594E-02 , 3.594E-02 , 3.594E-02 , 3.594E-02 
 1.793E-02 , 1.831E+00 , 3.595E-02 , 3.595E-02 , 3.595E-02 , 3.595E-02 , 3.595E-02 
 1.798E-02 , 1.831E+00 , 3.595E-02 , 3.595E-02 , 3.595E-02 , 3.595E-02 , 3.595E-02 
 1.803E-02 , 1.831E+00 , 3.595E-02 , 3.595E-02 , 3.595E-02 , 3.595E-02 , 3.595E-02 
 1.808E-02 , 1.831E+00 , 3.596E-02 , 3.596E-02 , 3.596E-02 , 3.596E-02 , 3.596E-02 
 1.813E-02 , 1.842E+00 , 1.667E-02 , 1.667E-02 , 1.667E-02 , 1.667E-02 , 1.842E+00 
 1.818E-02 , 7.561E-05 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.879E+00 
 1.823E-02 , 1.831E+00 , 3.597E-02 , 3.597E-02 , 3.597E-02 , 3.597E-02 , 3.597E-02 
 1.828E-02 , 7.569E-05 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.801E+00 , 1.879E+00 
 1.833E-02 , 1.842E+00 , 1.668E-02 , 1.668E-02 , 1.668E-02 , 1.668E-02 , 1.842E+00 
 1.838E-02 , 1.114E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.114E-03 
 1.843E-02 , 1.842E+00 , 1.669E-02 , 1.669E-02 , 1.669E-02 , 1.842E+00 , 1.669E-02 
 1.848E-02 , 1.115E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.115E-03 
 1.853E-02 , 1.842E+00 , 1.669E-02 , 1.669E-02 , 1.669E-02 , 1.842E+00 , 1.669E-02 
 1.858E-02 , 1.115E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.115E-03 
 1.863E-02 , 1.842E+00 , 1.670E-02 , 1.670E-02 , 1.670E-02 , 1.842E+00 , 1.670E-02 
 1.868E-02 , 9.211E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.211E-04 , 1.866E+00 
 1.873E-02 , 1.842E+00 , 1.670E-02 , 1.670E-02 , 1.670E-02 , 1.842E+00 , 1.670E-02 
 1.878E-02 , 9.217E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.217E-04 , 1.866E+00 
 1.883E-02 , 1.854E+00 , 5.666E-03 , 5.666E-03 , 5.666E-03 , 1.756E+00 , 1.854E+00 
 1.888E-02 , 6.399E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.399E-03 , 6.399E-03 
 1.893E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 
 1.898E-02 , 6.401E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.401E-03 , 6.401E-03 
 1.903E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 
 1.908E-02 , 6.403E-03 , 1.755E+00 , 1.755E+00 , 1.853E+00 , 6.403E-03 , 6.403E-03 
 1.913E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 
 1.918E-02 , 9.235E-04 , 1.778E+00 , 1.866E+00 , 9.235E-04 , 1.778E+00 , 1.866E+00 
 1.923E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 , 1.842E+00 , 1.671E-02 , 1.671E-02 
 1.928E-02 , 9.238E-04 , 1.778E+00 , 1.866E+00 , 9.238E-04 , 1.778E+00 , 1.866E+00 
 1.933E-02 , 1.855E+00 , 5.002E-03 , 5.002E-03 , 1.855E+00 , 5.002E-03 , 1.855E+00 
 1.938E-02 , 5.673E-03 , 1.756E+00 , 1.854E+00 , 5.673E-03 , 1.854E+00 , 5.673E-03 
 1.943E-02 , 1.854E+00 , 5.675E-03 , 5.675E-03 , 1.756E+00 , 1.854E+00 , 5.675E-03 
 1.948E-02 , 5.675E-03 , 1.756E+00 , 1.854E+00 , 5.675E-03 , 1.854E+00 , 5.675E-03 
 1.953E-02 , 1.855E+00 , 5.005E-03 , 5.005E-03 , 1.855E+00 , 5.005E-03 , 1.855E+00 
 1.958E-02 , 5.676E-03 , 1.756E+00 , 1.854E+00 , 5.676E-03 , 1.854E+00 , 5.676E-03 
 1.963E-02 , 1.854E+00 , 5.677E-03 , 5.677E-03 , 1.756E+00 , 1.854E+00 , 5.677E-03 
 1.968E-02 , 5.678E-03 , 1.756E+00 , 1.854E+00 , 5.678E-03 , 5.678E-03 , 1.854E+00 
 1.973E-02 , 1.854E+00 , 5.679E-03 , 5.679E-03 , 1.756E+00 , 1.854E+00 , 5.679E-03 
 1.978E-02 , 5.680E-03 , 1.756E+00 , 1.854E+00 , 5.680E-03 , 5.680E-03 , 1.854E+00 
 1.983E-02 , 1.866E+00 , 9.262E-04 , 9.262E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 
 1.988E-02 , 1.813E-02 , 1.735E+00 , 1.841E+00 , 1.813E-02 , 1.813E-02 , 1.813E-02 
 1.993E-02 , 1.842E+00 , 1.674E-02 , 1.842E+00 , 1.674E-02 , 1.674E-02 , 1.674E-02 
 1.998E-02 , 1.814E-02 , 1.735E+00 , 1.841E+00 , 1.814E-02 , 1.814E-02 , 1.814E-02 
 2.003E-02 , 1.866E+00 , 9.273E-04 , 9.273E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 
 2.008E-02 , 1.814E-02 , 1.735E+00 , 1.841E+00 , 1.814E-02 , 1.814E-02 , 1.814E-02 
 2.013E-02 , 1.842E+00 , 1.674E-02 , 1.842E+00 , 1.674E-02 , 1.674E-02 , 1.674E-02 
 2.018E-02 , 9.280E-04 , 1.866E+00 , 9.280E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 
 2.023E-02 , 1.842E+00 , 1.675E-02 , 1.842E+00 , 1.675E-02 , 1.675E-02 , 1.675E-02 
 2.028E-02 , 9.285E-04 , 1.866E+00 , 9.285E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 
 2.033E-02 , 1.855E+00 , 5.019E-03 , 1.855E+00 , 5.019E-03 , 5.019E-03 , 1.855E+00 
 2.038E-02 , 5.692E-03 , 1.854E+00 , 5.692E-03 , 1.756E+00 , 1.854E+00 , 5.692E-03 
 2.043E-02 , 1.855E+00 , 5.021E-03 , 1.855E+00 , 5.021E-03 , 5.021E-03 , 1.855E+00 
 2.048E-02 , 5.694E-03 , 1.854E+00 , 5.694E-03 , 1.756E+00 , 1.854E+00 , 5.694E-03 
 2.053E-02 , 1.855E+00 , 5.022E-03 , 1.855E+00 , 5.022E-03 , 5.022E-03 , 1.855E+00 
 2.058E-02 , 5.696E-03 , 1.854E+00 , 5.696E-03 , 1.756E+00 , 1.854E+00 , 5.696E-03 
 2.063E-02 , 1.855E+00 , 5.024E-03 , 1.855E+00 , 5.024E-03 , 1.855E+00 , 5.024E-03 
 2.068E-02 , 5.025E-03 , 1.855E+00 , 5.025E-03 , 1.855E+00 , 5.025E-03 , 1.855E+00 
 2.073E-02 , 1.855E+00 , 5.026E-03 , 1.855E+00 , 5.026E-03 , 1.855E+00 , 5.026E-03 
 2.078E-02 , 5.026E-03 , 1.855E+00 , 5.026E-03 , 1.855E+00 , 5.026E-03 , 1.855E+00 
 2.083E-02 , 1.855E+00 , 5.027E-03 , 1.855E+00 , 5.027E-03 , 1.855E+00 , 5.027E-03 
 2.088E-02 , 1.677E-02 , 1.842E+00 , 1.677E-02 , 1.842E+00 , 1.677E-02 , 1.677E-02 
 2.093E-02 , 1.867E+00 , 7.659E-04 , 1.867E+00 , 7.659E-04 , 1.780E+00 , 1.867E+00 
 2.098E-02 , 1.677E-02 , 1.842E+00 , 1.677E-02 , 1.842E+00 , 1.677E-02 , 1.677E-02 
 2.103E-02 , 1.867E+00 , 7.662E-04 , 1.867E+00 , 7.662E-04 , 1.780E+00 , 1.867E+00 
 2.108E-02 , 1.677E-02 , 1.842E+00 , 1.677E-02 , 1.842E+00 , 1.677E-02 , 1.677E-02 
 2.113E-02 , 1.854E+00 , 5.705E-03 , 1.756E+00 , 1.854E+00 , 5.705E-03 , 5.705E-03 
 2.118E-02 , 1.678E-02 , 1.842E+00 , 1.678E-02 , 1.842E+00 , 1.678E-02 , 1.678E-02 
 2.123E-02 , 1.854E+00 , 5.707E-03 , 1.756E+00 , 1.854E+00 , 5.707E-03 , 5.707E-03 
 2.128E-02 , 1.678E-02 , 1.842E+00 , 1.678E-02 , 1.842E+00 , 1.678E-02 , 1.678E-02 
 2.133E-02 , 1.854E+00 , 5.709E-03 , 1.756E+00 , 1.854E+00 , 5.709E-03 , 5.709E-03 
 2.138E-02 , 5.709E-03 , 1.854E+00 , 5.709E-03 , 5.709E-03 , 1.756E+00 , 1.854E+00 
 2.143E-02 , 1.867E+00 , 7.676E-04 , 1.780E+00 , 1.867E+00 , 7.676E-04 , 1.867E+00 
 2.148E-02 , 5.710E-03 , 1.854E+00 , 5.710E-03 , 5.710E-03 , 1.756E+00 , 1.854E+00 
 2.153E-02 , 1.867E+00 , 7.679E-04 , 1.780E+00 , 1.867E+00 , 7.679E-04 , 1.867E+00 
