#format table ## [Custom WaveView] saved 16:21:43 Mon Jan 15 2024
TIME ,x_ssad.v(b5) ,x_ssad.v(b4) ,x_ssad.v(b3) ,x_ssad.v(b2) ,x_ssad.v(b1) ,x_ssad.v(b0) 
 2.158E-02 , 5.711E-03 , 1.854E+00 , 5.711E-03 , 5.711E-03 , 1.756E+00 , 1.854E+00 
 2.163E-02 , 1.866E+00 , 9.343E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.343E-04 
 2.168E-02 , 1.679E-02 , 1.842E+00 , 1.679E-02 , 1.679E-02 , 1.842E+00 , 1.679E-02 
 2.173E-02 , 1.867E+00 , 7.686E-04 , 1.780E+00 , 1.867E+00 , 7.686E-04 , 1.867E+00 
 2.178E-02 , 1.679E-02 , 1.842E+00 , 1.679E-02 , 1.679E-02 , 1.842E+00 , 1.679E-02 
 2.183E-02 , 1.866E+00 , 9.352E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.352E-04 
 2.188E-02 , 1.680E-02 , 1.842E+00 , 1.680E-02 , 1.680E-02 , 1.680E-02 , 1.842E+00 
 2.193E-02 , 1.879E+00 , 6.359E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.879E+00 
 2.198E-02 , 1.680E-02 , 1.842E+00 , 1.680E-02 , 1.680E-02 , 1.680E-02 , 1.842E+00 
 2.203E-02 , 1.866E+00 , 9.361E-04 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.361E-04 
 2.208E-02 , 1.680E-02 , 1.842E+00 , 1.680E-02 , 1.680E-02 , 1.680E-02 , 1.842E+00 
 2.213E-02 , 1.879E+00 , 6.367E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.879E+00 
 2.218E-02 , 3.616E-02 , 1.830E+00 , 3.616E-02 , 3.616E-02 , 3.616E-02 , 3.616E-02 
 2.223E-02 , 1.879E+00 , 6.372E-05 , 1.803E+00 , 1.803E+00 , 1.803E+00 , 1.879E+00 
 2.228E-02 , 3.616E-02 , 1.830E+00 , 3.616E-02 , 3.616E-02 , 3.616E-02 , 3.616E-02 
 2.233E-02 , 1.735E+00 , 1.841E+00 , 1.822E-02 , 1.822E-02 , 1.822E-02 , 1.822E-02 
 2.238E-02 , 1.135E-03 , 1.135E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 
 2.243E-02 , 1.735E+00 , 1.841E+00 , 1.822E-02 , 1.822E-02 , 1.822E-02 , 1.822E-02 
 2.248E-02 , 1.136E-03 , 1.136E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 
 2.253E-02 , 1.735E+00 , 1.841E+00 , 1.823E-02 , 1.823E-02 , 1.823E-02 , 1.823E-02 
 2.258E-02 , 1.137E-03 , 1.137E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 
 2.263E-02 , 1.756E+00 , 1.853E+00 , 5.732E-03 , 5.732E-03 , 5.732E-03 , 1.853E+00 
 2.268E-02 , 6.469E-03 , 6.469E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.469E-03 
 2.273E-02 , 1.756E+00 , 1.853E+00 , 5.733E-03 , 5.733E-03 , 5.733E-03 , 1.853E+00 
 2.278E-02 , 1.138E-03 , 1.138E-03 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 
 2.283E-02 , 1.756E+00 , 1.853E+00 , 5.735E-03 , 5.735E-03 , 5.735E-03 , 1.853E+00 
 2.288E-02 , 6.473E-03 , 6.473E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.473E-03 
 2.293E-02 , 1.756E+00 , 1.853E+00 , 5.736E-03 , 5.736E-03 , 1.853E+00 , 5.736E-03 
 2.298E-02 , 6.474E-03 , 6.474E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.474E-03 
 2.303E-02 , 1.756E+00 , 1.853E+00 , 5.738E-03 , 5.738E-03 , 1.853E+00 , 5.738E-03 
 2.308E-02 , 6.476E-03 , 6.476E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.476E-03 
 2.313E-02 , 1.756E+00 , 1.853E+00 , 5.739E-03 , 5.739E-03 , 1.853E+00 , 5.739E-03 
 2.318E-02 , 5.739E-03 , 5.739E-03 , 1.756E+00 , 1.853E+00 , 5.739E-03 , 1.853E+00 
 2.323E-02 , 1.756E+00 , 1.853E+00 , 5.741E-03 , 5.741E-03 , 1.853E+00 , 5.741E-03 
 2.328E-02 , 5.741E-03 , 5.741E-03 , 1.756E+00 , 1.853E+00 , 5.741E-03 , 1.853E+00 
 2.333E-02 , 1.778E+00 , 1.866E+00 , 9.427E-04 , 9.427E-04 , 1.778E+00 , 1.866E+00 
 2.338E-02 , 1.825E-02 , 1.825E-02 , 1.735E+00 , 1.841E+00 , 1.825E-02 , 1.825E-02 
 2.343E-02 , 1.756E+00 , 1.853E+00 , 5.745E-03 , 1.853E+00 , 5.745E-03 , 5.745E-03 
 2.348E-02 , 1.826E-02 , 1.826E-02 , 1.735E+00 , 1.841E+00 , 1.826E-02 , 1.826E-02 
 2.353E-02 , 1.778E+00 , 1.866E+00 , 9.436E-04 , 9.436E-04 , 1.778E+00 , 1.866E+00 
 2.358E-02 , 1.826E-02 , 1.826E-02 , 1.735E+00 , 1.841E+00 , 1.826E-02 , 1.826E-02 
 2.363E-02 , 1.756E+00 , 1.853E+00 , 5.748E-03 , 1.853E+00 , 5.748E-03 , 5.748E-03 
 2.368E-02 , 5.748E-03 , 5.748E-03 , 1.853E+00 , 5.748E-03 , 1.756E+00 , 1.853E+00 
 2.373E-02 , 1.756E+00 , 1.853E+00 , 5.751E-03 , 1.853E+00 , 5.751E-03 , 5.750E-03 
 2.378E-02 , 5.751E-03 , 5.751E-03 , 1.853E+00 , 5.751E-03 , 1.756E+00 , 1.853E+00 
 2.383E-02 , 1.756E+00 , 1.853E+00 , 5.753E-03 , 1.853E+00 , 5.753E-03 , 5.753E-03 
 2.388E-02 , 5.753E-03 , 5.753E-03 , 1.853E+00 , 5.753E-03 , 1.756E+00 , 1.853E+00 
 2.393E-02 , 1.780E+00 , 1.867E+00 , 7.781E-04 , 1.867E+00 , 7.781E-04 , 1.867E+00 
 2.398E-02 , 5.755E-03 , 5.755E-03 , 1.853E+00 , 5.755E-03 , 1.756E+00 , 1.853E+00 
 2.403E-02 , 1.780E+00 , 1.867E+00 , 7.786E-04 , 1.867E+00 , 7.786E-04 , 1.867E+00 
 2.408E-02 , 5.758E-03 , 5.758E-03 , 1.853E+00 , 5.758E-03 , 1.756E+00 , 1.853E+00 
 2.413E-02 , 1.780E+00 , 1.867E+00 , 7.790E-04 , 1.867E+00 , 7.790E-04 , 1.867E+00 
 2.418E-02 , 1.688E-02 , 1.688E-02 , 1.842E+00 , 1.688E-02 , 1.842E+00 , 1.688E-02 
 2.423E-02 , 1.780E+00 , 1.867E+00 , 7.796E-04 , 1.867E+00 , 7.796E-04 , 1.867E+00 
 2.428E-02 , 1.688E-02 , 1.688E-02 , 1.842E+00 , 1.688E-02 , 1.842E+00 , 1.688E-02 
 2.433E-02 , 1.778E+00 , 1.866E+00 , 9.482E-04 , 1.778E+00 , 1.866E+00 , 9.481E-04 
 2.438E-02 , 1.689E-02 , 1.689E-02 , 1.842E+00 , 1.689E-02 , 1.689E-02 , 1.842E+00 
 2.443E-02 , 1.778E+00 , 1.866E+00 , 9.488E-04 , 1.778E+00 , 1.866E+00 , 9.488E-04 
 2.448E-02 , 1.689E-02 , 1.689E-02 , 1.842E+00 , 1.689E-02 , 1.689E-02 , 1.842E+00 
 2.453E-02 , 1.778E+00 , 1.866E+00 , 9.493E-04 , 1.778E+00 , 1.866E+00 , 9.493E-04 
 2.458E-02 , 1.690E-02 , 1.690E-02 , 1.842E+00 , 1.690E-02 , 1.690E-02 , 1.842E+00 
 2.463E-02 , 1.802E+00 , 1.879E+00 , 6.466E-05 , 1.802E+00 , 1.802E+00 , 1.879E+00 
 2.468E-02 , 1.690E-02 , 1.690E-02 , 1.842E+00 , 1.690E-02 , 1.690E-02 , 1.842E+00 
 2.473E-02 , 1.778E+00 , 1.866E+00 , 9.507E-04 , 1.778E+00 , 1.866E+00 , 9.507E-04 
 2.478E-02 , 1.691E-02 , 1.691E-02 , 1.842E+00 , 1.691E-02 , 1.691E-02 , 1.842E+00 
 2.483E-02 , 1.802E+00 , 1.879E+00 , 6.475E-05 , 1.802E+00 , 1.802E+00 , 1.879E+00 
 2.488E-02 , 3.630E-02 , 3.630E-02 , 1.830E+00 , 3.630E-02 , 3.630E-02 , 3.630E-02 
 2.493E-02 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.520E-03 , 6.520E-03 , 6.520E-03 
 2.498E-02 , 3.631E-02 , 3.631E-02 , 1.830E+00 , 3.631E-02 , 3.631E-02 , 3.631E-02 
 2.503E-02 , 1.802E+00 , 1.879E+00 , 6.485E-05 , 1.802E+00 , 1.802E+00 , 1.879E+00 
 2.508E-02 , 3.632E-02 , 3.632E-02 , 1.830E+00 , 3.632E-02 , 3.632E-02 , 3.632E-02 
 2.513E-02 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.525E-03 , 6.525E-03 , 6.525E-03 
 2.518E-02 , 6.525E-03 , 6.525E-03 , 6.525E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 
 2.523E-02 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.527E-03 , 6.527E-03 , 6.527E-03 
 2.528E-02 , 3.633E-02 , 3.633E-02 , 1.830E+00 , 3.633E-02 , 3.633E-02 , 3.633E-02 
 2.533E-02 , 1.754E+00 , 1.754E+00 , 1.852E+00 , 6.530E-03 , 6.530E-03 , 6.530E-03 
 2.538E-02 , 6.530E-03 , 6.530E-03 , 6.530E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 
 2.543E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.551E-04 , 9.551E-04 , 1.866E+00 
 2.548E-02 , 6.532E-03 , 6.532E-03 , 6.532E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 
 2.553E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.556E-04 , 9.556E-04 , 1.866E+00 
 2.558E-02 , 6.534E-03 , 6.534E-03 , 6.534E-03 , 1.754E+00 , 1.754E+00 , 1.852E+00 
 2.563E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.563E-04 , 9.563E-04 , 1.866E+00 
 2.568E-02 , 1.835E-02 , 1.835E-02 , 1.835E-02 , 1.734E+00 , 1.841E+00 , 1.835E-02 
 2.573E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.569E-04 , 9.569E-04 , 1.866E+00 
 2.578E-02 , 1.836E-02 , 1.836E-02 , 1.836E-02 , 1.734E+00 , 1.841E+00 , 1.836E-02 
 2.583E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.576E-04 , 9.576E-04 , 1.866E+00 
 2.588E-02 , 1.836E-02 , 1.836E-02 , 1.836E-02 , 1.734E+00 , 1.841E+00 , 1.836E-02 
 2.593E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.582E-04 , 1.866E+00 , 9.583E-04 
 2.598E-02 , 1.837E-02 , 1.837E-02 , 1.837E-02 , 1.734E+00 , 1.841E+00 , 1.837E-02 
 2.603E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.587E-04 , 1.866E+00 , 9.587E-04 
 2.608E-02 , 1.837E-02 , 1.837E-02 , 1.837E-02 , 1.734E+00 , 1.841E+00 , 1.837E-02 
 2.613E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.593E-04 , 1.866E+00 , 9.594E-04 
 2.618E-02 , 1.696E-02 , 1.696E-02 , 1.696E-02 , 1.842E+00 , 1.696E-02 , 1.842E+00 
 2.623E-02 , 1.778E+00 , 1.778E+00 , 1.866E+00 , 9.598E-04 , 1.866E+00 , 9.598E-04 
 2.628E-02 , 1.697E-02 , 1.697E-02 , 1.697E-02 , 1.842E+00 , 1.697E-02 , 1.842E+00 
 2.633E-02 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.545E-05 , 1.802E+00 , 1.879E+00 
 2.638E-02 , 1.697E-02 , 1.697E-02 , 1.697E-02 , 1.842E+00 , 1.697E-02 , 1.842E+00 
 2.643E-02 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.550E-05 , 1.802E+00 , 1.879E+00 
 2.648E-02 , 1.698E-02 , 1.698E-02 , 1.698E-02 , 1.842E+00 , 1.698E-02 , 1.842E+00 
 2.653E-02 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.554E-05 , 1.802E+00 , 1.879E+00 
 2.658E-02 , 1.698E-02 , 1.698E-02 , 1.698E-02 , 1.842E+00 , 1.698E-02 , 1.842E+00 
 2.663E-02 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.558E-05 , 1.802E+00 , 1.879E+00 
 2.668E-02 , 3.642E-02 , 3.642E-02 , 3.642E-02 , 1.830E+00 , 3.642E-02 , 3.642E-02 
 2.673E-02 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.563E-05 , 1.802E+00 , 1.879E+00 
 2.678E-02 , 1.699E-02 , 1.699E-02 , 1.699E-02 , 1.842E+00 , 1.699E-02 , 1.842E+00 
 2.683E-02 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.569E-05 , 1.802E+00 , 1.879E+00 
 2.688E-02 , 3.643E-02 , 3.643E-02 , 3.643E-02 , 1.830E+00 , 3.643E-02 , 3.643E-02 
 2.693E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.166E-03 , 1.166E-03 
 2.698E-02 , 3.644E-02 , 3.644E-02 , 3.644E-02 , 1.830E+00 , 3.644E-02 , 3.644E-02 
 2.703E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.167E-03 , 1.167E-03 
 2.708E-02 , 3.645E-02 , 3.645E-02 , 3.645E-02 , 1.830E+00 , 3.645E-02 , 3.645E-02 
 2.713E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.168E-03 , 1.168E-03 
 2.718E-02 , 1.843E-02 , 1.843E-02 , 1.843E-02 , 1.843E-02 , 1.734E+00 , 1.841E+00 
 2.723E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.169E-03 , 1.169E-03 
 2.728E-02 , 3.646E-02 , 3.646E-02 , 3.646E-02 , 1.830E+00 , 3.646E-02 , 3.646E-02 
 2.733E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.170E-03 , 1.170E-03 
 2.738E-02 , 1.844E-02 , 1.844E-02 , 1.844E-02 , 1.844E-02 , 1.734E+00 , 1.841E+00 
 2.743E-02 , 1.802E+00 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.606E-05 , 1.879E+00 
 2.748E-02 , 1.844E-02 , 1.844E-02 , 1.844E-02 , 1.844E-02 , 1.734E+00 , 1.841E+00 
 2.753E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.172E-03 , 1.172E-03 
 2.758E-02 , 1.845E-02 , 1.845E-02 , 1.845E-02 , 1.845E-02 , 1.734E+00 , 1.841E+00 
 2.763E-02 , 1.802E+00 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.616E-05 , 1.879E+00 
 2.768E-02 , 1.845E-02 , 1.845E-02 , 1.845E-02 , 1.845E-02 , 1.734E+00 , 1.841E+00 
 2.773E-02 , 1.776E+00 , 1.776E+00 , 1.776E+00 , 1.865E+00 , 1.173E-03 , 1.173E-03 
 2.778E-02 , 1.846E-02 , 1.846E-02 , 1.846E-02 , 1.846E-02 , 1.734E+00 , 1.841E+00 
 2.783E-02 , 1.802E+00 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.626E-05 , 1.879E+00 
 2.788E-02 , 3.651E-02 , 3.651E-02 , 3.651E-02 , 3.651E-02 , 1.830E+00 , 3.651E-02 
 2.793E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.083E-05 
 2.798E-02 , 1.847E-02 , 1.847E-02 , 1.847E-02 , 1.847E-02 , 1.734E+00 , 1.841E+00 
 2.803E-02 , 1.802E+00 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.635E-05 , 1.879E+00 
 2.808E-02 , 1.847E-02 , 1.847E-02 , 1.847E-02 , 1.847E-02 , 1.734E+00 , 1.841E+00 
 2.813E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.094E-05 
 2.818E-02 , 3.653E-02 , 3.653E-02 , 3.653E-02 , 3.653E-02 , 1.830E+00 , 3.653E-02 
 2.823E-02 , 1.802E+00 , 1.802E+00 , 1.802E+00 , 1.879E+00 , 6.646E-05 , 1.879E+00 
 2.828E-02 , 3.653E-02 , 3.653E-02 , 3.653E-02 , 3.653E-02 , 1.830E+00 , 3.653E-02 
 2.833E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.102E-05 
 2.838E-02 , 3.654E-02 , 3.654E-02 , 3.654E-02 , 3.654E-02 , 1.830E+00 , 3.654E-02 
 2.843E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.121E-05 
 2.848E-02 , 3.655E-02 , 3.655E-02 , 3.655E-02 , 3.655E-02 , 1.830E+00 , 3.655E-02 
 2.853E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.127E-05 
 2.858E-02 , 3.656E-02 , 3.656E-02 , 3.656E-02 , 3.656E-02 , 1.830E+00 , 3.656E-02 
 2.863E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.132E-05 
 2.868E-02 , 3.657E-02 , 3.657E-02 , 3.657E-02 , 3.657E-02 , 1.830E+00 , 3.657E-02 
 2.873E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.141E-05 
 2.878E-02 , 3.658E-02 , 3.658E-02 , 3.658E-02 , 3.658E-02 , 1.830E+00 , 3.658E-02 
 2.883E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.150E-05 
 2.888E-02 , 3.658E-02 , 3.658E-02 , 3.658E-02 , 3.658E-02 , 3.658E-02 , 1.830E+00 
 2.893E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.898E-02 , 3.659E-02 , 3.659E-02 , 3.659E-02 , 3.659E-02 , 1.830E+00 , 3.659E-02 
 2.903E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.165E-05 
 2.908E-02 , 3.660E-02 , 3.660E-02 , 3.660E-02 , 3.660E-02 , 1.830E+00 , 3.660E-02 
 2.913E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.918E-02 , 3.661E-02 , 3.661E-02 , 3.661E-02 , 3.661E-02 , 3.661E-02 , 1.830E+00 
 2.923E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.184E-05 
 2.928E-02 , 3.662E-02 , 3.662E-02 , 3.662E-02 , 3.662E-02 , 1.830E+00 , 3.662E-02 
 2.933E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.938E-02 , 3.663E-02 , 3.663E-02 , 3.663E-02 , 3.663E-02 , 3.663E-02 , 1.830E+00 
 2.943E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.948E-02 , 3.664E-02 , 3.664E-02 , 3.664E-02 , 3.664E-02 , 3.664E-02 , 1.830E+00 
 2.953E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.212E-05 
 2.958E-02 , 3.665E-02 , 3.665E-02 , 3.665E-02 , 3.665E-02 , 1.830E+00 , 3.665E-02 
 2.963E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.968E-02 , 3.666E-02 , 3.666E-02 , 3.666E-02 , 3.666E-02 , 3.666E-02 , 1.830E+00 
 2.973E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.229E-05 
 2.978E-02 , 3.666E-02 , 3.666E-02 , 3.666E-02 , 3.666E-02 , 3.666E-02 , 1.830E+00 
 2.983E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.988E-02 , 3.667E-02 , 3.667E-02 , 3.667E-02 , 3.667E-02 , 3.667E-02 , 1.830E+00 
 2.993E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 2.998E-02 , 3.668E-02 , 3.668E-02 , 3.668E-02 , 3.668E-02 , 3.668E-02 , 1.830E+00 
 3.003E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.250E-05 
 3.008E-02 , 3.669E-02 , 3.669E-02 , 3.669E-02 , 3.669E-02 , 1.830E+00 , 3.669E-02 
 3.013E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.018E-02 , 3.669E-02 , 3.669E-02 , 3.669E-02 , 3.669E-02 , 3.669E-02 , 1.830E+00 
 3.023E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.261E-05 
 3.028E-02 , 3.670E-02 , 3.670E-02 , 3.670E-02 , 3.670E-02 , 3.670E-02 , 1.830E+00 
 3.033E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.038E-02 , 3.671E-02 , 3.671E-02 , 3.671E-02 , 3.671E-02 , 3.671E-02 , 1.830E+00 
 3.043E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.048E-02 , 3.672E-02 , 3.672E-02 , 3.672E-02 , 3.672E-02 , 3.672E-02 , 1.830E+00 
 3.053E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.289E-05 
 3.058E-02 , 3.673E-02 , 3.673E-02 , 3.673E-02 , 3.673E-02 , 3.673E-02 , 1.830E+00 
 3.063E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.068E-02 , 3.673E-02 , 3.673E-02 , 3.673E-02 , 3.673E-02 , 3.673E-02 , 1.830E+00 
 3.073E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.304E-05 
 3.078E-02 , 3.675E-02 , 3.675E-02 , 3.675E-02 , 3.675E-02 , 3.675E-02 , 1.830E+00 
 3.083E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.088E-02 , 3.675E-02 , 3.675E-02 , 3.675E-02 , 3.675E-02 , 3.675E-02 , 1.830E+00 
 3.093E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.098E-02 , 3.676E-02 , 3.676E-02 , 3.676E-02 , 3.676E-02 , 3.676E-02 , 1.830E+00 
 3.103E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.335E-05 
 3.108E-02 , 3.677E-02 , 3.677E-02 , 3.677E-02 , 3.677E-02 , 3.677E-02 , 1.830E+00 
 3.113E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.118E-02 , 3.678E-02 , 3.678E-02 , 3.678E-02 , 3.678E-02 , 3.678E-02 , 1.830E+00 
 3.123E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.351E-05 
 3.128E-02 , 3.679E-02 , 3.679E-02 , 3.679E-02 , 3.679E-02 , 3.679E-02 , 1.830E+00 
 3.133E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.138E-02 , 3.680E-02 , 3.680E-02 , 3.680E-02 , 3.680E-02 , 3.680E-02 , 1.830E+00 
 3.143E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.148E-02 , 3.681E-02 , 3.681E-02 , 3.681E-02 , 3.681E-02 , 3.681E-02 , 1.830E+00 
 3.153E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.377E-05 
 3.158E-02 , 3.682E-02 , 3.682E-02 , 3.682E-02 , 3.682E-02 , 1.830E+00 , 3.682E-02 
 3.163E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.168E-02 , 3.682E-02 , 3.682E-02 , 3.682E-02 , 3.682E-02 , 3.682E-02 , 1.830E+00 
 3.173E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.393E-05 
 3.178E-02 , 3.683E-02 , 3.683E-02 , 3.683E-02 , 3.683E-02 , 3.683E-02 , 1.830E+00 
 3.183E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.188E-02 , 3.684E-02 , 3.684E-02 , 3.684E-02 , 3.684E-02 , 3.684E-02 , 1.830E+00 
 3.193E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.198E-02 , 3.685E-02 , 3.685E-02 , 3.685E-02 , 3.685E-02 , 3.685E-02 , 1.830E+00 
 3.203E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.427E-05 
 3.208E-02 , 3.687E-02 , 3.687E-02 , 3.687E-02 , 3.687E-02 , 1.830E+00 , 3.687E-02 
 3.213E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.218E-02 , 3.687E-02 , 3.687E-02 , 3.687E-02 , 3.687E-02 , 3.687E-02 , 1.830E+00 
 3.223E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.442E-05 
 3.228E-02 , 3.688E-02 , 3.688E-02 , 3.688E-02 , 3.688E-02 , 1.830E+00 , 3.688E-02 
 3.233E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.453E-05 
 3.238E-02 , 3.689E-02 , 3.689E-02 , 3.689E-02 , 3.689E-02 , 3.689E-02 , 1.830E+00 
 3.243E-02 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.825E+00 , 1.892E+00 
 3.248E-02 , 3.690E-02 , 3.690E-02 , 3.690E-02 , 3.690E-02 , 1.830E+00 , 3.690E-02 
 3.253E-02 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.878E+00 , 8.475E-05 
